,battery_power,bluetooth,clock_speed,dual_sim,front_camera,four_g,int_memory,m_dep,mobile_wt,n_cores,primary_camera,px_height,px_width,ram,screen_height,screen_width,talk_time,three_g,touch_screen,wifi,price_range
775,1160,no,1.1,no,1,yes,63,0.7,166,3,2,762.0,859,595,18,4.0,15,yes,no,yes,low_cost
776,827,no,1.1,yes,2,yes,18,0.9,160,2,16,448.0,821,1663,14,5.616666666666666,17,yes,yes,yes,low_cost
777,1786,no,0.5,no,9,yes,58,0.7,161,7,10,231.0,1671,2764,9,3.0,7,yes,yes,yes,very_high_cost
778,774,yes,0.6,yes,2,yes,8,0.4,136,1,4,1713.0,1865,2614,7,5.616666666666666,14,yes,yes,yes,high_cost
779,819,yes,2.5,yes,0,yes,11,0.2,83,8,1,438.0,822,1094,10,5.0,15,yes,no,no,low_cost
780,1042,no,2.2,no,15,yes,11,0.6,139,5,16,68.0,1018,2826,18,5.616666666666666,2,yes,no,no,high_cost
781,1368,no,3.0,yes,10,no,50,0.2,97,7,18,698.0,829,2496,13,6.0,5,no,yes,yes,high_cost
782,1592,no,2.1,no,6,yes,50,0.1,181,2,17,510.0,522,2103,19,8.0,7,yes,no,no,medium_cost
783,1067,no,1.8,yes,11,no,14,0.2,146,1,15,965.0,1009,966,5,5.616666666666666,13,no,no,yes,low_cost
784,1892,yes,0.7,no,5,no,47,0.4,110,4,10,1399.0,1564,2172,17,14.0,3,yes,yes,yes,high_cost
785,915,no,1.1,no,6,no,56,0.6,187,8,17,532.0,1448,905,19,10.0,12,no,yes,no,low_cost
786,774,yes,2.8,no,7,yes,55,0.9,124,3,18,8.0,896,3916,8,1.0,12,yes,yes,no,very_high_cost
787,1848,yes,1.4,yes,2,yes,42,0.7,179,2,10,154.0,605,3902,11,9.0,3,yes,no,yes,very_high_cost
788,1501,no,1.1,no,12,yes,2,0.2,187,1,15,198.0,1056,2487,13,12.0,16,yes,yes,yes,high_cost
789,1614,no,1.9,no,8,yes,55,0.3,188,3,17,860.0,1330,3914,17,13.0,13,yes,no,no,very_high_cost
790,911,yes,2.9,no,0,no,46,0.1,181,5,1,461.0,670,363,9,5.0,17,no,yes,no,low_cost
791,1520,no,0.5,no,1,yes,24,0.7,199,5,8,109.0,1909,3233,13,3.0,4,yes,no,yes,very_high_cost
792,1647,no,1.4,yes,3,yes,38,0.3,102,6,15,193.0,1185,2532,16,14.0,15,yes,no,yes,high_cost
793,1347,no,0.9,yes,8,yes,53,0.8,108,6,15,961.0,1008,3836,15,3.0,14,yes,no,yes,very_high_cost
794,967,yes,1.6,no,4,no,25,0.6,92,8,9,243.0,1642,3076,7,4.0,18,no,yes,yes,high_cost
795,1442,no,2.2,no,0,yes,56,0.7,145,5,3,1626.0,1668,1513,11,8.0,7,yes,yes,no,high_cost
796,1204,yes,2.6,no,0,no,10,0.3,199,7,3,480.0,1482,1724,11,2.0,19,yes,no,no,medium_cost
797,1320,no,2.1,yes,0,yes,41,0.6,144,7,2,123.0,1229,542,11,1.0,14,yes,yes,no,low_cost
798,1800,yes,0.7,no,2,yes,8,0.4,100,7,6,400.0,823,3481,10,8.0,8,yes,no,yes,very_high_cost
799,1567,no,2.1,yes,3,no,22,0.8,153,3,19,190.0,1326,3991,15,2.0,10,yes,no,no,very_high_cost
800,1439,no,0.9,no,12,yes,20,0.8,147,1,17,626.0,932,1790,19,12.0,15,yes,no,yes,medium_cost
801,1422,no,1.0,no,15,no,3,0.1,112,1,17,1.0,926,509,19,1.0,3,yes,yes,yes,low_cost
802,1591,yes,2.2,yes,4,yes,52,1.0,161,3,16,548.0,1641,282,10,9.0,14,yes,yes,yes,low_cost
803,880,no,1.7,no,2,no,6,0.6,198,4,19,632.0,660,3006,6,4.0,3,yes,no,no,high_cost
804,1929,yes,0.5,yes,0,yes,19,1.0,163,6,2,349.0,1051,1913,12,7.0,6,yes,yes,no,medium_cost
805,1642,yes,1.6,yes,0,no,5,0.4,102,5,2,1686.0,1889,1333,18,5.616666666666666,2,no,no,yes,high_cost
806,1511,no,2.5,yes,3,no,21,0.2,114,3,18,1455.0,1982,3746,10,5.616666666666666,5,yes,no,no,very_high_cost
807,1312,no,1.3,no,5,yes,10,0.6,163,2,9,95.0,893,3941,6,2.0,13,yes,yes,yes,very_high_cost
808,1852,no,1.4,no,4,yes,10,0.7,196,1,18,580.0,1163,3970,13,1.0,11,yes,no,yes,very_high_cost
809,972,yes,1.3,no,8,no,44,0.7,82,7,10,297.0,589,3925,7,6.0,7,no,yes,no,very_high_cost
810,691,yes,2.7,yes,4,yes,33,0.9,108,4,8,951.0,962,424,5,3.0,15,yes,yes,yes,low_cost
811,807,no,0.5,no,9,no,8,0.3,158,5,20,667.0,697,1284,17,13.0,2,no,yes,yes,low_cost
812,1113,no,0.6,yes,0,no,25,0.3,145,1,10,1047.0,1312,277,11,2.0,12,yes,no,yes,low_cost
813,721,yes,1.3,yes,10,no,16,0.9,125,1,18,408.0,1862,1713,10,3.0,4,no,yes,yes,medium_cost
814,1188,yes,1.5,yes,0,no,54,0.3,198,6,2,1150.0,1469,485,12,7.0,7,no,yes,no,low_cost
815,1512,yes,0.5,no,1,no,52,0.1,131,1,14,333.0,952,3002,6,5.0,7,no,no,yes,high_cost
816,805,yes,0.7,no,0,no,64,0.1,97,4,14,641.0,704,418,11,6.0,17,no,yes,yes,low_cost
817,918,no,0.9,yes,1,no,8,0.1,123,7,5,653.0,671,1652,17,4.0,14,yes,yes,no,medium_cost
818,1320,no,0.5,yes,7,no,48,0.2,168,5,16,103.0,1583,2893,8,5.0,9,no,no,yes,high_cost
819,1236,no,0.9,yes,2,yes,57,0.1,188,1,14,517.0,809,1406,14,12.0,20,yes,no,yes,low_cost
820,1387,no,0.5,no,0,yes,61,0.5,98,3,0,785.0,1151,629,5,3.0,11,yes,yes,no,low_cost
821,1883,yes,2.7,yes,6,yes,30,0.5,95,2,10,531.0,791,3724,16,15.0,20,yes,yes,yes,very_high_cost
822,839,no,2.0,yes,0,no,14,0.4,175,7,3,564.0,1391,3835,15,8.0,11,yes,no,no,very_high_cost
823,1593,yes,1.0,no,0,yes,52,0.7,130,8,0,761.0,1336,1354,15,13.0,13,yes,yes,yes,medium_cost
824,1722,yes,1.0,no,7,no,25,0.8,88,6,19,1179.0,1638,2376,5,1.0,19,no,no,yes,very_high_cost
825,1954,no,0.6,yes,8,no,7,0.9,126,3,9,673.0,690,3438,17,12.0,13,yes,no,no,very_high_cost
826,1788,yes,0.5,yes,15,yes,2,0.3,150,6,20,472.0,1073,2655,12,2.0,4,yes,no,yes,high_cost
827,1628,no,0.5,no,5,yes,33,0.9,101,6,8,412.0,643,3361,16,10.0,13,yes,no,no,very_high_cost
828,1965,no,0.5,no,6,yes,4,1.0,84,7,9,977.0,1660,3535,17,5.616666666666666,16,yes,yes,yes,very_high_cost
829,833,yes,2.2,no,4,no,27,0.9,124,1,6,359.0,1395,2150,9,5.0,7,no,yes,yes,medium_cost
830,571,no,0.6,no,1,yes,43,0.5,141,3,8,224.0,783,2587,7,5.0,18,yes,no,no,medium_cost
831,1808,yes,0.5,yes,1,no,31,0.5,92,2,16,714.0,1208,2736,9,1.0,8,no,no,yes,very_high_cost
832,1860,no,0.5,yes,2,yes,55,0.7,83,6,3,195.0,799,676,15,5.616666666666666,4,yes,no,yes,low_cost
833,1368,yes,1.6,yes,4,no,9,0.1,115,7,7,843.0,1145,2941,13,12.0,17,no,yes,no,very_high_cost
834,1161,no,1.3,yes,0,yes,21,0.6,126,8,12,308.0,1169,3336,6,4.0,14,yes,no,yes,very_high_cost
835,1224,yes,1.6,no,9,no,33,1.0,157,1,18,522.0,563,3796,10,5.0,13,yes,yes,no,very_high_cost
836,902,yes,0.6,yes,0,no,63,0.7,122,5,14,364.0,1360,3654,18,8.0,15,no,yes,yes,very_high_cost
837,787,yes,0.5,no,15,no,11,0.6,93,1,16,806.0,1423,2934,8,6.0,14,yes,no,yes,high_cost
838,854,no,0.5,no,2,no,30,0.5,125,8,5,518.0,1152,2889,5,2.0,11,no,no,yes,high_cost
839,1184,no,1.5,yes,1,yes,48,0.6,191,1,6,519.0,1577,3315,17,7.0,14,yes,yes,yes,very_high_cost
840,1973,no,1.6,yes,5,yes,39,0.8,152,4,6,792.0,1181,1993,9,5.616666666666666,5,yes,no,no,high_cost
841,510,no,1.7,yes,3,no,35,0.8,120,3,6,382.0,1228,2509,17,2.0,11,no,yes,yes,medium_cost
842,966,no,2.0,no,8,yes,34,0.5,118,2,10,214.0,1523,3534,18,17.0,11,yes,yes,yes,very_high_cost
843,1438,yes,1.8,no,3,no,16,0.6,169,8,7,859.0,867,2246,14,11.0,15,no,no,no,high_cost
844,1986,no,0.5,no,7,no,51,0.4,95,3,9,342.0,774,3165,5,5.616666666666666,13,yes,no,no,very_high_cost
845,1907,no,2.0,no,13,no,55,0.9,105,7,15,713.0,1513,286,14,4.0,17,yes,no,yes,low_cost
846,1489,no,2.4,yes,8,no,32,0.6,200,1,16,172.0,812,776,7,6.0,8,no,no,no,low_cost
847,1843,yes,1.8,yes,13,yes,16,0.7,134,6,18,118.0,580,3213,15,14.0,15,yes,yes,no,very_high_cost
848,825,yes,1.5,no,11,no,38,0.4,94,3,18,540.0,783,716,11,4.0,14,no,yes,no,low_cost
849,1286,yes,2.3,no,10,yes,16,0.1,98,2,18,18.0,662,424,10,5.0,4,yes,yes,no,low_cost
850,840,no,0.6,no,0,yes,63,0.8,137,7,19,987.0,1081,3486,12,8.0,18,yes,yes,no,very_high_cost
851,757,no,2.3,yes,5,yes,58,0.2,163,4,7,535.0,697,3237,19,12.0,9,yes,no,yes,high_cost
852,814,yes,1.1,yes,2,no,41,0.8,177,2,10,1092.0,1406,1944,16,6.0,12,yes,no,no,medium_cost
853,1195,yes,1.1,yes,2,yes,8,0.9,80,6,6,327.0,1001,643,14,2.0,19,yes,no,no,low_cost
854,767,no,0.8,no,7,yes,10,0.5,107,4,12,517.0,1995,2317,6,5.616666666666666,12,yes,yes,yes,high_cost
855,1068,no,1.3,no,6,yes,52,0.1,97,8,7,994.0,1500,1436,16,1.0,15,yes,no,no,medium_cost
856,994,yes,2.8,yes,0,no,56,0.5,173,3,3,491.0,530,3190,5,2.0,20,yes,yes,yes,high_cost
857,1550,yes,2.5,no,6,no,21,0.8,133,2,11,268.0,832,2338,16,1.0,15,no,yes,no,high_cost
858,1878,yes,0.5,no,9,no,29,0.6,85,8,19,210.0,1026,1334,18,7.0,2,no,no,no,medium_cost
859,623,no,2.0,no,2,no,6,0.1,127,3,4,144.0,672,3657,17,3.0,19,yes,yes,no,high_cost
860,1829,yes,0.5,no,0,yes,15,0.4,160,5,7,729.0,1267,2080,16,11.0,12,yes,no,yes,high_cost
861,525,no,2.4,yes,11,no,35,0.8,190,7,20,82.0,670,1609,16,11.0,3,no,no,no,low_cost
862,1065,yes,0.5,no,0,yes,14,0.7,89,2,2,188.0,928,3078,10,1.0,18,yes,no,yes,high_cost
863,1425,no,1.2,no,9,yes,35,0.7,127,8,14,150.0,1897,590,13,2.0,6,yes,yes,yes,low_cost
864,1296,no,1.4,yes,3,no,11,0.2,129,7,4,1222.0,1382,2552,19,8.0,10,yes,yes,yes,high_cost
865,642,no,2.8,no,3,no,34,0.8,197,2,15,331.0,1011,3355,12,5.0,13,no,no,no,high_cost
866,1664,yes,2.9,yes,9,yes,15,0.5,177,7,19,1178.0,1929,1968,12,7.0,9,yes,no,no,high_cost
867,1498,yes,0.7,no,3,yes,8,0.1,170,7,4,347.0,1076,3358,7,3.0,19,yes,no,no,very_high_cost
868,981,yes,1.9,yes,0,no,2,0.1,136,3,7,75.0,688,1539,19,12.0,19,no,no,no,low_cost
869,1236,yes,2.8,no,6,yes,32,0.3,143,4,18,492.0,1403,942,16,12.0,14,yes,yes,yes,low_cost
870,1673,no,2.8,yes,7,no,9,0.1,187,3,10,65.0,734,3669,9,1.0,10,yes,no,yes,very_high_cost
871,712,yes,1.6,no,6,yes,9,0.8,172,2,14,881.0,1234,3612,13,5.0,4,yes,no,no,very_high_cost
872,569,yes,0.5,yes,10,yes,4,0.8,170,3,19,351.0,1159,2351,8,7.0,10,yes,yes,no,medium_cost
873,603,yes,0.7,yes,0,yes,64,0.2,156,6,0,1842.0,1968,604,10,4.0,8,yes,yes,yes,low_cost
874,1332,no,0.8,yes,2,no,11,0.5,187,2,4,758.0,1165,1285,5,5.616666666666666,9,yes,yes,no,medium_cost
875,1413,no,0.6,no,0,yes,13,0.1,128,1,0,1323.0,1481,515,5,5.616666666666666,18,yes,yes,no,low_cost
876,1064,no,2.9,yes,1,yes,34,0.2,184,6,13,1175.0,1569,654,16,13.0,6,yes,no,no,low_cost
877,1444,no,0.6,no,2,no,48,0.5,82,5,17,1092.0,1554,2540,17,2.0,15,yes,yes,yes,very_high_cost
878,1366,yes,1.7,yes,5,yes,53,0.2,161,5,9,647.0,1876,3869,17,5.0,14,yes,no,yes,very_high_cost
879,906,no,2.1,yes,7,no,18,0.1,136,2,11,1102.0,1793,3412,13,8.0,16,yes,no,no,very_high_cost
880,1554,no,2.7,yes,3,yes,47,0.7,185,5,12,319.0,1367,509,12,3.0,19,yes,no,no,low_cost
881,1187,no,2.3,no,0,yes,21,0.2,122,6,6,215.0,1125,2547,10,3.0,5,yes,yes,no,high_cost
882,1156,yes,2.7,yes,1,yes,30,0.9,173,3,16,945.0,1913,2735,16,15.0,13,yes,no,yes,high_cost
883,1918,no,2.8,no,1,no,22,0.3,139,1,5,381.0,1203,1369,9,6.0,6,no,yes,yes,medium_cost
884,841,yes,0.5,yes,8,no,39,0.1,199,6,13,546.0,828,2942,11,5.0,16,no,yes,yes,high_cost
885,730,yes,1.3,yes,6,no,6,0.9,167,7,10,1096.0,1155,2812,10,1.0,17,no,no,no,high_cost
886,878,yes,1.3,no,13,yes,31,0.5,153,4,18,575.0,618,3497,9,7.0,11,yes,yes,no,high_cost
887,1059,no,0.5,yes,0,no,50,0.7,182,8,1,519.0,1545,619,5,3.0,18,no,yes,yes,low_cost
888,1578,no,2.9,no,8,no,3,0.9,200,1,20,342.0,670,3483,17,4.0,16,yes,no,no,very_high_cost
889,1829,no,1.7,no,0,no,36,0.8,112,5,1,291.0,563,1475,11,4.0,7,no,no,no,medium_cost
890,1132,no,1.0,no,0,no,8,0.1,157,1,4,1091.0,1293,1950,11,2.0,6,no,yes,yes,medium_cost
891,1652,no,0.6,yes,4,yes,40,1.0,198,7,6,352.0,1084,3592,7,6.0,6,yes,no,no,very_high_cost
892,912,no,0.5,yes,0,no,58,0.3,107,5,1,165.0,1723,3573,17,3.0,20,yes,yes,no,very_high_cost
893,1181,no,2.3,no,12,yes,61,0.6,116,2,16,385.0,831,2020,6,5.616666666666666,18,yes,yes,no,medium_cost
894,1497,yes,0.7,no,5,no,32,0.7,92,3,9,1920.0,1933,1329,6,1.0,7,yes,yes,no,high_cost
895,1790,yes,2.3,yes,3,yes,49,0.5,100,3,11,396.0,1980,3568,6,2.0,18,yes,no,yes,very_high_cost
896,1742,yes,1.6,no,3,no,49,0.8,100,1,9,1134.0,1469,1947,5,4.0,6,yes,no,yes,high_cost
897,1549,yes,0.5,no,4,no,8,0.4,158,5,7,721.0,1514,1998,12,7.0,15,yes,yes,no,high_cost
898,1372,yes,2.7,no,7,no,34,0.4,193,4,17,687.0,937,725,11,3.0,20,yes,no,no,low_cost
899,1112,no,0.5,no,0,yes,12,0.9,190,4,6,777.0,1119,3302,11,5.616666666666666,20,yes,yes,yes,very_high_cost
900,1005,no,0.5,no,0,no,46,0.4,133,8,17,176.0,1556,3884,17,5.616666666666666,20,no,yes,yes,very_high_cost
901,783,yes,1.7,yes,9,yes,27,0.3,150,6,11,458.0,1263,1185,15,4.0,6,yes,yes,yes,low_cost
902,1698,no,2.5,no,10,yes,26,0.4,105,2,18,485.0,1819,1656,5,3.0,17,yes,no,yes,high_cost
903,899,yes,2.7,no,3,yes,53,0.3,192,4,11,641.0,1638,2870,19,16.0,10,yes,no,yes,high_cost
904,1062,no,1.5,no,3,no,45,0.2,151,3,4,798.0,1435,911,14,2.0,9,no,no,no,low_cost
905,989,yes,2.0,no,4,no,17,0.2,166,3,19,256.0,1394,3892,18,7.0,19,yes,yes,no,very_high_cost
906,1983,yes,1.2,yes,6,yes,27,0.6,125,1,11,370.0,1197,3897,12,10.0,10,yes,yes,yes,very_high_cost
907,1800,yes,3.0,no,5,no,53,0.3,87,1,12,191.0,1108,656,14,10.0,18,no,no,yes,low_cost
908,1254,no,1.7,no,0,yes,45,0.4,146,3,3,1571.0,1956,606,7,2.0,2,yes,yes,yes,medium_cost
909,868,no,1.7,no,0,no,30,0.8,83,4,0,276.0,1026,1653,11,7.0,17,yes,no,no,medium_cost
910,1205,no,0.5,yes,3,no,12,0.6,175,4,6,573.0,614,860,14,1.0,14,yes,no,yes,low_cost
911,1284,yes,2.8,yes,0,no,10,0.9,155,2,14,160.0,516,2197,16,2.0,9,no,yes,yes,medium_cost
912,626,no,0.7,yes,2,yes,23,0.5,187,2,9,90.0,1334,3458,7,5.0,11,yes,no,yes,high_cost
913,1763,no,2.9,yes,1,yes,53,0.2,101,4,20,138.0,806,2066,12,9.0,17,yes,yes,yes,medium_cost
914,694,yes,1.8,yes,15,no,36,0.4,193,4,20,983.0,1230,3676,12,8.0,5,yes,no,yes,very_high_cost
915,1265,no,0.6,yes,4,yes,49,0.5,90,1,5,275.0,687,1518,16,11.0,8,yes,no,yes,medium_cost
916,816,yes,0.5,no,4,no,14,0.9,198,3,13,149.0,558,1018,17,10.0,15,yes,no,no,low_cost
917,904,no,1.8,no,3,yes,35,0.4,168,3,4,42.0,507,1360,15,12.0,11,yes,no,no,low_cost
918,979,no,0.5,yes,0,yes,5,0.5,164,7,2,793.0,1670,3449,5,2.0,14,yes,no,no,very_high_cost
919,1531,no,2.0,no,0,yes,60,0.4,162,6,1,625.0,765,2524,13,11.0,7,yes,no,no,high_cost
920,934,no,2.0,yes,2,no,30,0.7,182,8,15,521.0,1190,703,10,8.0,7,no,no,yes,low_cost
921,1624,yes,2.6,yes,0,no,58,1.0,200,3,11,1530.0,1744,1251,13,4.0,18,no,yes,yes,medium_cost
922,874,no,1.3,no,5,no,8,0.5,185,1,20,442.0,1248,582,6,4.0,15,no,no,no,low_cost
923,1027,yes,2.2,no,0,no,63,0.8,102,5,4,152.0,714,1732,8,5.0,13,no,yes,yes,medium_cost
924,1966,no,0.8,yes,15,yes,48,0.2,144,1,16,1242.0,1973,1252,6,4.0,19,yes,yes,yes,high_cost
925,1048,yes,1.5,no,2,yes,29,1.0,182,1,4,29.0,1670,2146,11,10.0,2,yes,no,no,medium_cost
926,1496,yes,1.9,yes,13,no,38,0.1,126,4,14,501.0,506,1927,17,4.0,6,no,no,yes,medium_cost
927,959,yes,1.7,no,15,no,13,0.4,155,4,16,87.0,736,3328,10,9.0,10,yes,yes,yes,high_cost
928,1349,yes,2.2,yes,5,no,55,0.1,105,7,7,648.0,1019,2462,15,7.0,17,yes,no,yes,high_cost
929,1689,yes,2.4,yes,0,yes,13,0.9,168,2,9,521.0,674,1172,12,11.0,17,yes,yes,yes,low_cost
930,1558,yes,2.4,no,0,yes,27,0.1,146,1,1,120.0,1409,3598,9,2.0,12,yes,no,yes,very_high_cost
931,582,no,0.5,yes,3,no,27,0.2,168,3,10,985.0,1420,2437,19,2.0,2,yes,yes,yes,high_cost
932,1485,no,2.8,no,3,yes,44,0.1,138,4,14,341.0,774,3271,14,12.0,8,yes,yes,no,very_high_cost
933,1991,yes,1.8,no,11,no,9,0.7,94,3,12,751.0,1377,1511,17,8.0,9,no,no,no,medium_cost
934,553,no,0.5,yes,2,yes,23,0.5,119,3,3,993.0,1517,2981,7,3.0,14,yes,no,no,high_cost
935,1231,no,0.7,yes,2,no,7,0.9,113,1,7,43.0,1663,3119,9,4.0,15,yes,yes,no,very_high_cost
936,805,no,0.8,no,1,no,34,0.6,88,6,2,1262.0,1538,3647,18,11.0,9,yes,no,yes,very_high_cost
937,764,yes,1.2,yes,1,no,13,1.0,152,8,2,361.0,511,3148,18,7.0,6,yes,yes,no,high_cost
938,894,no,0.9,no,5,yes,54,0.2,130,3,15,104.0,541,2829,11,5.0,13,yes,no,yes,high_cost
939,1589,no,2.6,no,9,no,46,0.4,84,3,16,618.0,940,2373,11,9.0,20,yes,yes,no,high_cost
940,1456,no,1.6,yes,9,yes,39,0.1,80,8,10,815.0,1666,3998,6,3.0,13,yes,yes,no,very_high_cost
941,743,no,0.5,yes,0,yes,33,0.3,95,2,1,1587.0,1659,316,19,10.0,4,yes,no,no,low_cost
942,1061,yes,2.1,no,3,yes,52,0.1,109,7,4,138.0,1330,999,16,12.0,9,yes,yes,no,low_cost
943,1428,yes,1.6,no,0,no,7,0.1,153,4,2,584.0,983,1808,12,8.0,13,no,yes,no,medium_cost
944,674,yes,2.8,yes,0,yes,8,0.2,93,3,0,750.0,772,589,18,6.0,4,yes,yes,no,low_cost
945,832,no,1.1,no,0,yes,46,0.3,93,6,0,820.0,1366,3317,8,5.616666666666666,19,yes,yes,no,very_high_cost
946,1625,yes,0.5,yes,2,yes,50,0.1,107,8,17,8.0,1219,670,16,3.0,8,yes,no,no,low_cost
947,907,no,1.4,yes,3,no,42,0.2,151,1,16,171.0,507,584,11,9.0,6,yes,no,no,low_cost
948,1631,no,0.5,no,2,yes,13,0.5,166,2,16,960.0,1735,2173,12,3.0,8,yes,yes,no,high_cost
949,1584,yes,1.3,no,6,no,41,0.6,135,4,15,160.0,1291,1561,10,5.0,17,no,no,yes,medium_cost
950,1382,yes,0.5,no,7,yes,13,0.3,199,2,18,612.0,719,2073,16,7.0,9,yes,no,yes,medium_cost
951,633,yes,1.4,no,0,yes,46,0.7,102,6,10,709.0,1915,1401,19,14.0,11,yes,yes,no,medium_cost
952,1444,yes,2.1,no,9,no,38,0.4,104,7,16,624.0,917,3764,14,9.0,10,no,no,no,very_high_cost
953,852,yes,1.6,yes,6,yes,54,0.4,147,5,7,538.0,730,1275,13,7.0,12,yes,no,yes,low_cost
954,922,yes,0.7,no,0,yes,47,1.0,157,8,14,1295.0,1808,1464,17,4.0,12,yes,no,yes,medium_cost
955,1745,no,1.5,yes,4,yes,57,0.1,159,3,16,1164.0,1908,2885,13,11.0,5,yes,yes,yes,very_high_cost
956,862,no,2.3,no,9,yes,6,0.1,107,8,14,829.0,1977,3458,9,4.0,9,yes,yes,yes,very_high_cost
957,1754,yes,2.1,yes,1,yes,52,1.0,101,4,3,199.0,1452,3019,11,6.0,19,yes,no,yes,very_high_cost
958,1008,no,2.5,no,3,no,36,1.0,109,1,14,825.0,1972,1083,6,4.0,6,no,no,no,medium_cost
959,1569,no,0.5,yes,3,no,33,0.2,147,1,13,519.0,930,3538,18,1.0,15,yes,no,yes,very_high_cost
960,1596,no,2.9,yes,7,no,7,0.7,149,2,9,169.0,1190,2493,14,12.0,13,yes,yes,yes,high_cost
961,1807,yes,0.5,yes,2,yes,61,0.1,134,6,6,1734.0,1968,3726,8,5.0,15,yes,no,no,very_high_cost
962,1660,no,2.8,yes,4,no,7,0.8,184,1,6,76.0,1165,1531,12,5.616666666666666,7,no,no,no,medium_cost
963,1861,yes,0.9,no,4,yes,55,0.5,148,7,8,1698.0,1877,601,7,5.0,4,yes,no,no,medium_cost
964,648,no,1.9,yes,4,no,8,1.0,91,5,19,819.0,1997,2991,8,7.0,4,no,no,yes,high_cost
965,1379,no,0.5,yes,1,no,19,0.3,134,8,17,387.0,671,3912,11,2.0,19,no,yes,yes,very_high_cost
966,1910,yes,1.7,no,0,no,34,0.6,115,2,0,985.0,1284,309,8,4.0,10,no,no,yes,low_cost
967,1807,no,2.0,yes,0,yes,13,0.5,155,8,0,970.0,974,323,9,3.0,3,yes,yes,yes,low_cost
968,1923,no,0.5,yes,7,no,46,0.5,191,1,10,767.0,1759,1489,10,9.0,3,yes,yes,yes,medium_cost
969,1345,yes,3.0,no,7,yes,38,0.1,162,3,11,512.0,1465,1322,9,2.0,15,yes,no,no,medium_cost
970,904,no,1.6,yes,5,yes,14,0.2,102,8,9,56.0,760,1846,7,5.616666666666666,3,yes,no,yes,medium_cost
971,1239,no,1.2,yes,5,yes,52,0.9,122,2,10,590.0,661,417,8,5.616666666666666,6,yes,no,yes,low_cost
972,1330,no,0.9,no,6,yes,52,0.8,84,4,12,462.0,1304,3269,19,6.0,8,yes,yes,no,very_high_cost
973,516,yes,0.7,yes,1,no,30,0.9,138,1,12,126.0,698,3731,17,13.0,15,no,no,no,high_cost
974,672,yes,0.5,yes,0,no,54,0.9,95,4,11,578.0,1143,667,17,8.0,14,no,no,no,low_cost
975,892,yes,0.5,no,0,yes,47,0.4,94,1,18,655.0,1782,1241,12,3.0,9,yes,no,yes,medium_cost
976,1778,no,0.5,no,0,yes,23,0.5,101,6,11,1028.0,1445,3941,19,6.0,13,yes,no,no,very_high_cost
977,1130,yes,2.5,no,4,yes,58,0.1,132,5,14,88.0,1261,1018,17,1.0,16,yes,no,no,low_cost
978,1359,no,0.6,no,4,no,59,0.3,86,2,6,1692.0,1902,3142,19,3.0,17,no,yes,yes,very_high_cost
979,1866,yes,2.5,yes,3,yes,47,0.8,89,5,9,358.0,1782,1444,7,4.0,20,yes,no,no,medium_cost
980,1597,no,2.3,no,11,no,34,0.4,89,1,14,64.0,1667,934,16,10.0,9,no,yes,no,low_cost
981,1046,yes,2.8,yes,0,yes,58,0.2,100,8,0,259.0,1040,3863,17,12.0,9,yes,yes,yes,very_high_cost
982,1035,no,0.6,yes,2,yes,44,0.5,99,3,3,236.0,1960,3506,14,5.0,12,yes,yes,no,very_high_cost
983,1175,yes,1.3,no,2,no,19,0.3,164,7,9,873.0,1394,1944,9,4.0,9,yes,yes,no,medium_cost
984,1261,yes,0.5,yes,0,yes,11,0.2,90,4,0,858.0,1591,348,14,9.0,14,yes,no,yes,low_cost
985,1068,no,0.7,yes,9,no,51,0.5,124,4,15,1405.0,1910,550,12,8.0,6,yes,yes,no,low_cost
986,1713,no,3.0,yes,5,yes,20,0.9,104,7,17,237.0,890,971,11,10.0,10,yes,no,no,low_cost
987,1688,no,2.5,no,0,yes,21,0.2,170,7,0,650.0,864,3984,17,14.0,8,yes,yes,yes,very_high_cost
988,1413,yes,0.5,yes,4,yes,45,0.4,104,5,6,1949.0,1994,2973,17,8.0,15,yes,no,yes,very_high_cost
989,559,yes,0.5,no,10,no,11,0.4,82,5,14,541.0,823,2019,10,4.0,16,yes,yes,yes,medium_cost
990,1483,yes,2.6,yes,13,no,19,0.6,146,7,19,361.0,1552,1587,9,4.0,19,no,no,no,medium_cost
991,860,yes,1.6,yes,13,no,48,0.5,187,7,18,335.0,1463,1870,17,2.0,18,yes,no,no,medium_cost
992,1090,no,1.3,yes,5,no,27,0.1,91,4,16,1638.0,1910,1352,5,1.0,11,no,yes,no,medium_cost
993,686,yes,0.5,no,11,no,3,0.3,91,6,15,1109.0,1392,570,7,6.0,19,no,yes,no,low_cost
994,818,no,1.3,no,14,no,43,0.9,177,6,15,111.0,510,546,12,6.0,7,yes,yes,yes,low_cost
995,1456,no,1.6,yes,5,no,49,0.2,193,3,20,1285.0,1427,3624,12,11.0,16,yes,yes,no,very_high_cost
996,774,no,0.5,yes,2,yes,10,0.5,188,2,9,1480.0,1731,2944,8,6.0,2,yes,yes,yes,high_cost
997,1068,no,0.5,yes,0,yes,19,0.9,197,8,9,322.0,875,1209,19,12.0,12,yes,yes,no,low_cost
998,1373,yes,1.9,yes,1,yes,29,0.9,141,6,12,1220.0,1348,2752,15,2.0,7,yes,yes,yes,very_high_cost
999,1777,yes,3.0,no,3,no,20,0.6,188,6,5,511.0,616,3868,5,1.0,7,no,yes,yes,very_high_cost
